"Relative Time (Process)","reranker-gte-multilingual-base-msmarco-bce-adamW-None-ep-1-3 - system/gpu.0.memoryAllocated","reranker-gte-multilingual-base-msmarco-bce-adamW-None-ep-1-3 - system/gpu.0.memoryAllocated__MIN","reranker-gte-multilingual-base-msmarco-bce-adamW-None-ep-1-3 - system/gpu.0.memoryAllocated__MAX","reranker-gte-multilingual-base-msmarco-bce-adamW-None-ep-1-3 - system/gpu.1.memoryAllocated","reranker-gte-multilingual-base-msmarco-bce-adamW-None-ep-1-3 - system/gpu.1.memoryAllocated__MIN","reranker-gte-multilingual-base-msmarco-bce-adamW-None-ep-1-3 - system/gpu.1.memoryAllocated__MAX","reranker-gte-multilingual-base-msmarco-bce-adamW-None-ep-1-3 - system/gpu.2.memoryAllocated","reranker-gte-multilingual-base-msmarco-bce-adamW-None-ep-1-3 - system/gpu.2.memoryAllocated__MIN","reranker-gte-multilingual-base-msmarco-bce-adamW-None-ep-1-3 - system/gpu.2.memoryAllocated__MAX","reranker-gte-multilingual-base-msmarco-bce-Lion-ep-1-3 - system/gpu.0.memoryAllocated","reranker-gte-multilingual-base-msmarco-bce-Lion-ep-1-3 - system/gpu.0.memoryAllocated__MIN","reranker-gte-multilingual-base-msmarco-bce-Lion-ep-1-3 - system/gpu.0.memoryAllocated__MAX","reranker-gte-multilingual-base-msmarco-bce-Lion-ep-1-3 - system/gpu.1.memoryAllocated","reranker-gte-multilingual-base-msmarco-bce-Lion-ep-1-3 - system/gpu.1.memoryAllocated__MIN","reranker-gte-multilingual-base-msmarco-bce-Lion-ep-1-3 - system/gpu.1.memoryAllocated__MAX","reranker-gte-multilingual-base-msmarco-bce-Lion-ep-1-3 - system/gpu.2.memoryAllocated","reranker-gte-multilingual-base-msmarco-bce-Lion-ep-1-3 - system/gpu.2.memoryAllocated__MIN","reranker-gte-multilingual-base-msmarco-bce-Lion-ep-1-3 - system/gpu.2.memoryAllocated__MAX"
"240.422863302","66.54619258487453","66.54619258487453","66.54619258487453","53.33393027698185","53.33393027698185","53.33393027698185","68.70251584614049","68.70251584614049","68.70251584614049","","","","","","","","",""
"255.344123464","","","","","","","","","","59.31382275132275","59.31382275132275","59.31382275132275","47.220568783068785","47.220568783068785","47.220568783068785","58.759030321530325","58.759030321530325","58.759030321530325"
"255.419268373","66.54619258487453","66.54619258487453","66.54619258487453","53.33393027698185","53.33393027698185","53.33393027698185","68.70251584614049","68.70251584614049","68.70251584614049","","","","","","","","",""
"270.348147304","","","","","","","","","","59.31382275132275","59.31382275132275","59.31382275132275","47.220568783068785","47.220568783068785","47.220568783068785","58.759030321530325","58.759030321530325","58.759030321530325"
"270.431679797","66.54619258487453","66.54619258487453","66.54619258487453","53.33393027698185","53.33393027698185","53.33393027698185","68.70251584614049","68.70251584614049","68.70251584614049","","","","","","","","",""
"285.341014742","","","","","","","","","","59.31382275132275","59.31382275132275","59.31382275132275","47.220568783068785","47.220568783068785","47.220568783068785","58.759030321530325","58.759030321530325","58.759030321530325"
"285.419883692","66.54619258487453","66.54619258487453","66.54619258487453","53.33393027698185","53.33393027698185","53.33393027698185","68.70251584614049","68.70251584614049","68.70251584614049","","","","","","","","",""
"300.348413606","","","","","","","","","","59.31382275132275","59.31382275132275","59.31382275132275","47.220568783068785","47.220568783068785","47.220568783068785","58.759030321530325","58.759030321530325","58.759030321530325"
"300.421474737","66.54619258487453","66.54619258487453","66.54619258487453","53.33393027698185","53.33393027698185","53.33393027698185","68.70251584614049","68.70251584614049","68.70251584614049","","","","","","","","",""
"315.345042356","","","","","","","","","","59.31382275132275","59.31382275132275","59.31382275132275","47.220568783068785","47.220568783068785","47.220568783068785","58.759030321530325","58.759030321530325","58.759030321530325"
"315.419655015","66.54619258487453","66.54619258487453","66.54619258487453","53.33393027698185","53.33393027698185","53.33393027698185","68.70251584614049","68.70251584614049","68.70251584614049","","","","","","","","",""
"330.347183844","","","","","","","","","","59.31382275132275","59.31382275132275","59.31382275132275","47.220568783068785","47.220568783068785","47.220568783068785","58.759030321530325","58.759030321530325","58.759030321530325"
"330.441827653","66.54619258487453","66.54619258487453","66.54619258487453","53.33393027698185","53.33393027698185","53.33393027698185","68.70251584614049","68.70251584614049","68.70251584614049","","","","","","","","",""
"345.354306122","","","","","","","","","","59.31382275132275","59.31382275132275","59.31382275132275","47.220568783068785","47.220568783068785","47.220568783068785","58.759030321530325","58.759030321530325","58.759030321530325"
"345.429211122","66.54619258487453","66.54619258487453","66.54619258487453","53.33393027698185","53.33393027698185","53.33393027698185","68.70251584614049","68.70251584614049","68.70251584614049","","","","","","","","",""
"360.349589924","","","","","","","","","","59.31382275132275","59.31382275132275","59.31382275132275","47.220568783068785","47.220568783068785","47.220568783068785","58.759030321530325","58.759030321530325","58.759030321530325"
"360.429547416","66.54619258487453","66.54619258487453","66.54619258487453","53.33393027698185","53.33393027698185","53.33393027698185","68.70251584614049","68.70251584614049","68.70251584614049","","","","","","","","",""
"375.349802998","","","","","","","","","","59.31382275132275","59.31382275132275","59.31382275132275","47.220568783068785","47.220568783068785","47.220568783068785","58.759030321530325","58.759030321530325","58.759030321530325"
"375.418515824","66.54619258487453","66.54619258487453","66.54619258487453","53.33393027698185","53.33393027698185","53.33393027698185","68.70251584614049","68.70251584614049","68.70251584614049","","","","","","","","",""
"390.350792606","","","","","","","","","","59.31382275132275","59.31382275132275","59.31382275132275","47.220568783068785","47.220568783068785","47.220568783068785","58.759030321530325","58.759030321530325","58.759030321530325"
"390.427732167","66.54619258487453","66.54619258487453","66.54619258487453","53.33393027698185","53.33393027698185","53.33393027698185","68.70251584614049","68.70251584614049","68.70251584614049","","","","","","","","",""
"405.339604383","","","","","","","","","","59.31382275132275","59.31382275132275","59.31382275132275","47.220568783068785","47.220568783068785","47.220568783068785","58.759030321530325","58.759030321530325","58.759030321530325"
"405.419706749","66.54619258487453","66.54619258487453","66.54619258487453","53.33393027698185","53.33393027698185","53.33393027698185","68.70251584614049","68.70251584614049","68.70251584614049","","","","","","","","",""
"420.350828403","","","","","","","","","","59.31382275132275","59.31382275132275","59.31382275132275","47.220568783068785","47.220568783068785","47.220568783068785","58.759030321530325","58.759030321530325","58.759030321530325"
"420.421413066","66.54619258487453","66.54619258487453","66.54619258487453","53.33393027698185","53.33393027698185","53.33393027698185","68.70251584614049","68.70251584614049","68.70251584614049","","","","","","","","",""
"435.348696853","","","","","","","","","","59.31382275132275","59.31382275132275","59.31382275132275","47.220568783068785","47.220568783068785","47.220568783068785","58.759030321530325","58.759030321530325","58.759030321530325"
"435.428701463","66.54619258487453","66.54619258487453","66.54619258487453","53.33393027698185","53.33393027698185","53.33393027698185","68.70251584614049","68.70251584614049","68.70251584614049","","","","","","","","",""
"450.348478488","","","","","","","","","","59.31382275132275","59.31382275132275","59.31382275132275","47.220568783068785","47.220568783068785","47.220568783068785","58.759030321530325","58.759030321530325","58.759030321530325"
"450.426121147","66.54619258487453","66.54619258487453","66.54619258487453","53.33393027698185","53.33393027698185","53.33393027698185","68.70251584614049","68.70251584614049","68.70251584614049","","","","","","","","",""
"465.340765941","","","","","","","","","","59.31382275132275","59.31382275132275","59.31382275132275","47.220568783068785","47.220568783068785","47.220568783068785","58.759030321530325","58.759030321530325","58.759030321530325"
"465.428390075","66.54619258487453","66.54619258487453","66.54619258487453","53.33393027698185","53.33393027698185","53.33393027698185","68.70251584614049","68.70251584614049","68.70251584614049","","","","","","","","",""
"480.342789152","","","","","","","","","","59.31382275132275","59.31382275132275","59.31382275132275","47.220568783068785","47.220568783068785","47.220568783068785","58.759030321530325","58.759030321530325","58.759030321530325"
"480.432471855","66.54619258487453","66.54619258487453","66.54619258487453","53.33393027698185","53.33393027698185","53.33393027698185","68.70251584614049","68.70251584614049","68.70251584614049","","","","","","","","",""
"495.347058161","","","","","","","","","","59.31382275132275","59.31382275132275","59.31382275132275","47.220568783068785","47.220568783068785","47.220568783068785","58.759030321530325","58.759030321530325","58.759030321530325"
"495.419058767","66.54619258487453","66.54619258487453","66.54619258487453","53.33393027698185","53.33393027698185","53.33393027698185","68.70251584614049","68.70251584614049","68.70251584614049","","","","","","","","",""
"510.347121838","","","","","","","","","","59.31382275132275","59.31382275132275","59.31382275132275","47.220568783068785","47.220568783068785","47.220568783068785","58.759030321530325","58.759030321530325","58.759030321530325"
"510.422782531","66.54619258487453","66.54619258487453","66.54619258487453","53.33393027698185","53.33393027698185","53.33393027698185","68.70251584614049","68.70251584614049","68.70251584614049","","","","","","","","",""
"525.356994114","","","","","","","","","","59.31382275132275","59.31382275132275","59.31382275132275","47.220568783068785","47.220568783068785","47.220568783068785","58.759030321530325","58.759030321530325","58.759030321530325"
"525.430229342","66.54619258487453","66.54619258487453","66.54619258487453","53.33393027698185","53.33393027698185","53.33393027698185","68.70251584614049","68.70251584614049","68.70251584614049","","","","","","","","",""
"540.351852457","","","","","","","","","","59.31382275132275","59.31382275132275","59.31382275132275","47.220568783068785","47.220568783068785","47.220568783068785","58.759030321530325","58.759030321530325","58.759030321530325"
"540.414560041","66.54619258487453","66.54619258487453","66.54619258487453","53.33393027698185","53.33393027698185","53.33393027698185","68.70251584614049","68.70251584614049","68.70251584614049","","","","","","","","",""
"555.345372227","","","","","","","","","","59.31382275132275","59.31382275132275","59.31382275132275","47.220568783068785","47.220568783068785","47.220568783068785","58.759030321530325","58.759030321530325","58.759030321530325"
"555.425474839","66.54619258487453","66.54619258487453","66.54619258487453","53.33393027698185","53.33393027698185","53.33393027698185","68.70251584614049","68.70251584614049","68.70251584614049","","","","","","","","",""
"570.346577329","","","","","","","","","","59.31382275132275","59.31382275132275","59.31382275132275","47.220568783068785","47.220568783068785","47.220568783068785","58.759030321530325","58.759030321530325","58.759030321530325"
"570.425851181","66.54619258487453","66.54619258487453","66.54619258487453","53.33393027698185","53.33393027698185","53.33393027698185","68.70251584614049","68.70251584614049","68.70251584614049","","","","","","","","",""
"585.352953789","","","","","","","","","","59.31382275132275","59.31382275132275","59.31382275132275","47.220568783068785","47.220568783068785","47.220568783068785","58.759030321530325","58.759030321530325","58.759030321530325"
"585.419496012","66.54619258487453","66.54619258487453","66.54619258487453","53.33393027698185","53.33393027698185","53.33393027698185","68.70251584614049","68.70251584614049","68.70251584614049","","","","","","","","",""
"600.346418019","","","","","","","","","","59.31382275132275","59.31382275132275","59.31382275132275","47.220568783068785","47.220568783068785","47.220568783068785","65.96700752950753","65.96700752950753","65.96700752950753"
"600.419640601","66.54619258487453","66.54619258487453","66.54619258487453","53.33393027698185","53.33393027698185","53.33393027698185","68.70251584614049","68.70251584614049","68.70251584614049","","","","","","","","",""
"615.351035709","","","","","","","","","","59.31382275132275","59.31382275132275","59.31382275132275","47.220568783068785","47.220568783068785","47.220568783068785","65.96700752950753","65.96700752950753","65.96700752950753"
"615.422415531","66.54619258487453","66.54619258487453","66.54619258487453","53.33393027698185","53.33393027698185","53.33393027698185","68.70251584614049","68.70251584614049","68.70251584614049","","","","","","","","",""
"630.353615684","","","","","","","","","","59.31382275132275","59.31382275132275","59.31382275132275","47.220568783068785","47.220568783068785","47.220568783068785","65.96700752950753","65.96700752950753","65.96700752950753"
"630.431709903","66.54619258487453","66.54619258487453","66.54619258487453","53.33393027698185","53.33393027698185","53.33393027698185","68.70251584614049","68.70251584614049","68.70251584614049","","","","","","","","",""
"645.344553938","","","","","","","","","","59.31382275132275","59.31382275132275","59.31382275132275","47.220568783068785","47.220568783068785","47.220568783068785","65.96700752950753","65.96700752950753","65.96700752950753"
"645.42072121","66.54619258487453","66.54619258487453","66.54619258487453","53.33393027698185","53.33393027698185","53.33393027698185","68.70251584614049","68.70251584614049","68.70251584614049","","","","","","","","",""
"660.343972095","","","","","","","","","","59.31382275132275","59.31382275132275","59.31382275132275","47.220568783068785","47.220568783068785","47.220568783068785","65.96700752950753","65.96700752950753","65.96700752950753"
"660.418369416","66.54619258487453","66.54619258487453","66.54619258487453","53.33393027698185","53.33393027698185","53.33393027698185","68.70251584614049","68.70251584614049","68.70251584614049","","","","","","","","",""
"675.35391465","","","","","","","","","","59.31382275132275","59.31382275132275","59.31382275132275","47.220568783068785","47.220568783068785","47.220568783068785","65.96700752950753","65.96700752950753","65.96700752950753"
"675.417472517","66.54619258487453","66.54619258487453","66.54619258487453","53.33393027698185","53.33393027698185","53.33393027698185","68.70251584614049","68.70251584614049","68.70251584614049","","","","","","","","",""
"690.372549953","","","","","","","","","","59.31382275132275","59.31382275132275","59.31382275132275","47.220568783068785","47.220568783068785","47.220568783068785","65.96700752950753","65.96700752950753","65.96700752950753"
"690.432105881","66.54619258487453","66.54619258487453","66.54619258487453","53.33393027698185","53.33393027698185","53.33393027698185","75.9005708951984","75.9005708951984","75.9005708951984","","","","","","","","",""
"705.343288888","","","","","","","","","","59.31382275132275","59.31382275132275","59.31382275132275","47.220568783068785","47.220568783068785","47.220568783068785","65.96700752950753","65.96700752950753","65.96700752950753"
"705.428740227","66.54619258487453","66.54619258487453","66.54619258487453","53.33393027698185","53.33393027698185","53.33393027698185","75.9005708951984","75.9005708951984","75.9005708951984","","","","","","","","",""
"720.337537873","","","","","","","","","","59.31382275132275","59.31382275132275","59.31382275132275","47.220568783068785","47.220568783068785","47.220568783068785","65.96700752950753","65.96700752950753","65.96700752950753"
"720.435920313","66.54619258487453","66.54619258487453","66.54619258487453","53.33393027698185","53.33393027698185","53.33393027698185","75.9005708951984","75.9005708951984","75.9005708951984","","","","","","","","",""
"735.3426758","","","","","","","","","","59.31382275132275","59.31382275132275","59.31382275132275","47.220568783068785","47.220568783068785","47.220568783068785","65.96700752950753","65.96700752950753","65.96700752950753"
"735.418854814","66.54619258487453","66.54619258487453","66.54619258487453","53.33393027698185","53.33393027698185","53.33393027698185","75.9005708951984","75.9005708951984","75.9005708951984","","","","","","","","",""
"750.341189628","","","","","","","","","","59.31382275132275","59.31382275132275","59.31382275132275","47.220568783068785","47.220568783068785","47.220568783068785","65.96700752950753","65.96700752950753","65.96700752950753"
"750.423568187","66.54619258487453","66.54619258487453","66.54619258487453","53.33393027698185","53.33393027698185","53.33393027698185","75.9005708951984","75.9005708951984","75.9005708951984","","","","","","","","",""
"765.346310341","","","","","","","","","","59.31382275132275","59.31382275132275","59.31382275132275","47.220568783068785","47.220568783068785","47.220568783068785","65.96700752950753","65.96700752950753","65.96700752950753"
"765.418015872","66.54619258487453","66.54619258487453","66.54619258487453","53.33393027698185","53.33393027698185","53.33393027698185","75.9005708951984","75.9005708951984","75.9005708951984","","","","","","","","",""
"780.341887917","","","","","","","","","","59.31382275132275","59.31382275132275","59.31382275132275","47.220568783068785","47.220568783068785","47.220568783068785","65.96700752950753","65.96700752950753","65.96700752950753"
"780.422046992","66.54619258487453","66.54619258487453","66.54619258487453","53.33393027698185","53.33393027698185","53.33393027698185","75.9005708951984","75.9005708951984","75.9005708951984","","","","","","","","",""
"795.35345888","","","","","","","","","","59.31382275132275","59.31382275132275","59.31382275132275","47.220568783068785","47.220568783068785","47.220568783068785","65.96700752950753","65.96700752950753","65.96700752950753"
"795.42294335","66.54619258487453","66.54619258487453","66.54619258487453","53.33393027698185","53.33393027698185","53.33393027698185","75.9005708951984","75.9005708951984","75.9005708951984","","","","","","","","",""
"810.336977695","","","","","","","","","","59.31382275132275","59.31382275132275","59.31382275132275","47.220568783068785","47.220568783068785","47.220568783068785","65.96700752950753","65.96700752950753","65.96700752950753"
"810.4239341","66.54619258487453","66.54619258487453","66.54619258487453","53.33393027698185","53.33393027698185","53.33393027698185","75.9005708951984","75.9005708951984","75.9005708951984","","","","","","","","",""
"825.34982296","","","","","","","","","","59.31382275132275","59.31382275132275","59.31382275132275","47.220568783068785","47.220568783068785","47.220568783068785","65.96700752950753","65.96700752950753","65.96700752950753"
"825.424106881","66.54619258487453","66.54619258487453","66.54619258487453","53.33393027698185","53.33393027698185","53.33393027698185","75.9005708951984","75.9005708951984","75.9005708951984","","","","","","","","",""
"840.345537666","","","","","","","","","","59.31382275132275","59.31382275132275","59.31382275132275","47.220568783068785","47.220568783068785","47.220568783068785","65.96700752950753","65.96700752950753","65.96700752950753"
"840.430859497","66.54619258487453","66.54619258487453","66.54619258487453","53.33393027698185","53.33393027698185","53.33393027698185","75.9005708951984","75.9005708951984","75.9005708951984","","","","","","","","",""
"855.339911907","","","","","","","","","","59.31382275132275","59.31382275132275","59.31382275132275","47.220568783068785","47.220568783068785","47.220568783068785","65.96700752950753","65.96700752950753","65.96700752950753"
"855.419887386","66.54619258487453","66.54619258487453","66.54619258487453","53.33393027698185","53.33393027698185","53.33393027698185","75.9005708951984","75.9005708951984","75.9005708951984","","","","","","","","",""
"870.338247502","","","","","","","","","","59.31382275132275","59.31382275132275","59.31382275132275","47.220568783068785","47.220568783068785","47.220568783068785","65.96700752950753","65.96700752950753","65.96700752950753"
"870.424936801","66.54619258487453","66.54619258487453","66.54619258487453","53.33393027698185","53.33393027698185","53.33393027698185","75.9005708951984","75.9005708951984","75.9005708951984","","","","","","","","",""
"885.344729279","","","","","","","","","","59.31382275132275","59.31382275132275","59.31382275132275","47.220568783068785","47.220568783068785","47.220568783068785","65.96700752950753","65.96700752950753","65.96700752950753"
"885.431769292","66.54619258487453","66.54619258487453","66.54619258487453","53.33393027698185","53.33393027698185","53.33393027698185","75.9005708951984","75.9005708951984","75.9005708951984","","","","","","","","",""
"900.345166979","","","","","","","","","","59.31382275132275","59.31382275132275","59.31382275132275","47.220568783068785","47.220568783068785","47.220568783068785","65.96700752950753","65.96700752950753","65.96700752950753"
"900.420194761","66.54619258487453","66.54619258487453","66.54619258487453","53.33393027698185","53.33393027698185","53.33393027698185","75.9005708951984","75.9005708951984","75.9005708951984","","","","","","","","",""
"915.340167961","","","","","","","","","","59.31382275132275","59.31382275132275","59.31382275132275","47.220568783068785","47.220568783068785","47.220568783068785","65.96700752950753","65.96700752950753","65.96700752950753"
"915.43284496","66.54619258487453","66.54619258487453","66.54619258487453","53.33393027698185","53.33393027698185","53.33393027698185","75.9005708951984","75.9005708951984","75.9005708951984","","","","","","","","",""
"930.349344914","","","","","","","","","","59.31382275132275","59.31382275132275","59.31382275132275","47.220568783068785","47.220568783068785","47.220568783068785","65.96700752950753","65.96700752950753","65.96700752950753"
"930.423680269","66.54619258487453","66.54619258487453","66.54619258487453","53.33393027698185","53.33393027698185","53.33393027698185","75.9005708951984","75.9005708951984","75.9005708951984","","","","","","","","",""
"945.339756593","","","","","","","","","","59.31382275132275","59.31382275132275","59.31382275132275","47.220568783068785","47.220568783068785","47.220568783068785","65.96700752950753","65.96700752950753","65.96700752950753"
"945.438440674","66.54619258487453","66.54619258487453","66.54619258487453","53.33393027698185","53.33393027698185","53.33393027698185","75.9005708951984","75.9005708951984","75.9005708951984","","","","","","","","",""
"960.352480151","","","","","","","","","","59.31382275132275","59.31382275132275","59.31382275132275","47.220568783068785","47.220568783068785","47.220568783068785","65.96700752950753","65.96700752950753","65.96700752950753"
"960.424429316","66.54619258487453","66.54619258487453","66.54619258487453","53.33393027698185","53.33393027698185","53.33393027698185","75.9005708951984","75.9005708951984","75.9005708951984","","","","","","","","",""
"975.341170825","","","","","","","","","","59.31382275132275","59.31382275132275","59.31382275132275","47.220568783068785","47.220568783068785","47.220568783068785","65.96700752950753","65.96700752950753","65.96700752950753"
"975.41717113","66.54619258487453","66.54619258487453","66.54619258487453","53.33393027698185","53.33393027698185","53.33393027698185","75.9005708951984","75.9005708951984","75.9005708951984","","","","","","","","",""
"990.34600256","","","","","","","","","","59.31382275132275","59.31382275132275","59.31382275132275","47.220568783068785","47.220568783068785","47.220568783068785","65.96700752950753","65.96700752950753","65.96700752950753"
"990.423028838","66.54619258487453","66.54619258487453","66.54619258487453","53.33393027698185","53.33393027698185","53.33393027698185","75.9005708951984","75.9005708951984","75.9005708951984","","","","","","","","",""
"1005.341982072","","","","","","","","","","59.31382275132275","59.31382275132275","59.31382275132275","47.220568783068785","47.220568783068785","47.220568783068785","65.96700752950753","65.96700752950753","65.96700752950753"
"1005.433252807","66.54619258487453","66.54619258487453","66.54619258487453","53.33393027698185","53.33393027698185","53.33393027698185","75.9005708951984","75.9005708951984","75.9005708951984","","","","","","","","",""
"1020.347923838","","","","","","","","","","59.31382275132275","59.31382275132275","59.31382275132275","47.220568783068785","47.220568783068785","47.220568783068785","65.96700752950753","65.96700752950753","65.96700752950753"
